tone,split
surge-patches-factory-Plucks-Nice-Pluck-2-velocity64,train
surge-patches-factory-Plucks-Nice-Pluck-3-velocity64,train
surge-patches-factory-Plucks-Nice-Pluck-4-velocity64,train
surge-patches-factory-Plucks-Nice-Pluck-5-velocity64,train
surge-patches-factory-Plucks-Nolla-velocity64,train
surge-patches-factory-Plucks-Norrland-velocity64,train
surge-patches-factory-Plucks-Piano-Remains-1-velocity64,train
surge-patches-factory-Plucks-Piano-Remains-2-velocity64,valid
surge-patches-factory-Plucks-Pie-velocity64,train
surge-patches-factory-Plucks-Pinkerton-Tinfurter-velocity64,train
surge-patches-factory-Plucks-Pol-Pot-velocity64,test
surge-patches-factory-Plucks-Pulsar-velocity64,train
surge-patches-factory-Plucks-Pulsii-velocity64,train
surge-patches-factory-Plucks-Pure-Square-velocity64,train
surge-patches-factory-Plucks-Retrofit-velocity64,train
surge-patches-factory-Plucks-Reverend-B-velocity64,train
surge-patches-factory-Plucks-Rutherford-Menskin-MW-velocity64,test
surge-patches-factory-Plucks-Saw-Pluck-velocity64,train
surge-patches-factory-Plucks-Scrape-Pluck-velocity64,train
surge-patches-factory-Plucks-Sharpness-velocity64,train
surge-patches-factory-Plucks-Simple-PW-velocity64,train
surge-patches-factory-Plucks-Simple-Waveguide-velocity64,train
surge-patches-factory-Plucks-Sinus-Verby-Pops-velocity64,train
surge-patches-factory-Plucks-Snap-velocity64,train
surge-patches-factory-Plucks-Soft-Space-Oboe-Pops-velocity64,valid
surge-patches-factory-Plucks-Soft-Sync-Saw-velocity64,train
surge-patches-factory-Plucks-Soift-velocity64,train
surge-patches-factory-Plucks-Spell-velocity64,train
surge-patches-factory-Plucks-Square-Blinks-velocity64,train
surge-patches-factory-Plucks-Square-Pop-velocity64,test
surge-patches-factory-Plucks-Sync-Echo-velocity64,train
surge-patches-factory-Plucks-Sync-Pluck-velocity64,train
surge-patches-factory-Plucks-Sync-Square-Pluck-velocity64,test
surge-patches-factory-Plucks-That-Comb-Magic-velocity64,test
surge-patches-factory-Plucks-The-1980s-velocity64,train
surge-patches-factory-Plucks-Thingamajob-velocity64,train
surge-patches-factory-Plucks-Tinker-velocity64,train
surge-patches-factory-Plucks-Trancy-velocity64,test
surge-patches-factory-Plucks-Ultra-Violet-velocity64,train
surge-patches-factory-Plucks-VHS-Soundtrack-velocity64,train
surge-patches-factory-Plucks-Wire-MW-velocity64,train
surge-patches-factory-Plucks-Wire-velocity64,train
surge-patches-factory-Plucks-Woody-velocity64,valid
surge-patches-factory-Plucks-You-Fairy-velocity64,train
surge-patches-factory-Polysynths-1804-velocity64,valid
surge-patches-factory-Polysynths-Ahh-Polly-velocity64,valid
surge-patches-factory-Polysynths-Analyse-velocity64,test
surge-patches-factory-Polysynths-Anthemish-1-velocity64,valid
surge-patches-factory-Polysynths-Anthemish-2-velocity64,train
surge-patches-factory-Polysynths-Anthemish-3-velocity64,train
surge-patches-factory-Polysynths-Bolibompa-velocity64,valid
surge-patches-factory-Polysynths-Boss-velocity64,train
surge-patches-factory-Polysynths-Call-velocity64,train
surge-patches-factory-Polysynths-Concave-velocity64,train
surge-patches-factory-Polysynths-Dirty-Hole-velocity64,train
surge-patches-factory-Polysynths-Disturbing-Resonance-velocity64,train
surge-patches-factory-Polysynths-Embarrass-velocity64,test
surge-patches-factory-Polysynths-Eyan-velocity64,valid
surge-patches-factory-Polysynths-FM-Poly-velocity64,train
surge-patches-factory-Polysynths-Failure-velocity64,train
surge-patches-factory-Polysynths-Fast-Poly-velocity64,train
surge-patches-factory-Polysynths-Fat-Curtis-velocity64,train
surge-patches-factory-Polysynths-Filter-Mod-velocity64,train
surge-patches-factory-Polysynths-Filter-Sweep-velocity64,train
surge-patches-factory-Polysynths-Fonk-velocity64,train
surge-patches-factory-Polysynths-Formant-Sweep-velocity64,train
surge-patches-factory-Polysynths-Fun-With-Feedback-velocity64,train
surge-patches-factory-Polysynths-Gentle-velocity64,valid
surge-patches-factory-Polysynths-Havoc-velocity64,train
surge-patches-factory-Polysynths-Hombre-velocity64,train
surge-patches-factory-Polysynths-Hugeness-velocity64,train
surge-patches-factory-Polysynths-Instant-Coffee-PWM-velocity64,train
surge-patches-factory-Polysynths-Japanese-Space-ulation-Wheel-velocity64,test
surge-patches-factory-Polysynths-Japanese-Unison-velocity64,valid
surge-patches-factory-Polysynths-Jim-velocity64,train
surge-patches-factory-Polysynths-Juno-60-Strings-velocity64,train
surge-patches-factory-Polysynths-Jupiter-8-velocity64,train
surge-patches-factory-Polysynths-Keep-em-Coming-velocity64,train
surge-patches-factory-Polysynths-Korg-Triton-velocity64,train
surge-patches-factory-Polysynths-Larger-velocity64,train
surge-patches-factory-Polysynths-Licht-velocity64,train
surge-patches-factory-Polysynths-MG-velocity64,train
surge-patches-factory-Polysynths-MacLaurin-velocity64,train
surge-patches-factory-Polysynths-Mega-Mega-velocity64,train
surge-patches-factory-Polysynths-Megasynth-1-velocity64,train
surge-patches-factory-Polysynths-Megasynth-2-velocity64,train
surge-patches-factory-Polysynths-Megasynth-3-velocity64,train
surge-patches-factory-Polysynths-Megasynth-4-velocity64,train
surge-patches-factory-Polysynths-Melon-velocity64,train
surge-patches-factory-Polysynths-Messy-velocity64,train
surge-patches-factory-Polysynths-Metal-Chonk-velocity64,train
surge-patches-factory-Polysynths-Noise-Tone-velocity64,train
surge-patches-factory-Polysynths-Notched-Saws-velocity64,train
surge-patches-factory-Polysynths-Oberheim-Dreams-velocity64,train
surge-patches-factory-Polysynths-Oiro-velocity64,test
surge-patches-factory-Polysynths-Ol-Sampler-velocity64,train
surge-patches-factory-Polysynths-Old-Square-velocity64,train
surge-patches-factory-Polysynths-Oldie-velocity64,train
surge-patches-factory-Polysynths-PPG-Choir-velocity64,test
surge-patches-factory-Polysynths-PPG-Dreams-velocity64,train
surge-patches-factory-Polysynths-PWM-Avenger-velocity64,train
surge-patches-factory-Polysynths-Past-Tense-velocity64,train
surge-patches-factory-Polysynths-Phasey-velocity64,train
surge-patches-factory-Polysynths-Play-Louder-velocity64,train
surge-patches-factory-Polysynths-Ploppy-velocity64,train
surge-patches-factory-Polysynths-Poly-Ahhs-velocity64,test
surge-patches-factory-Polysynths-Poly-Lala-velocity64,train
surge-patches-factory-Polysynths-Polymoog-velocity64,train
surge-patches-factory-Polysynths-Prophet-VS-velocity64,train
surge-patches-factory-Polysynths-Quantization-Choice-velocity64,train
surge-patches-factory-Polysynths-Quasi-velocity64,train
surge-patches-factory-Polysynths-Quote-velocity64,train
surge-patches-factory-Polysynths-Ralph-velocity64,test
surge-patches-factory-Polysynths-Reset-velocity64,train
surge-patches-factory-Polysynths-Retrofit-velocity64,test
surge-patches-factory-Polysynths-Retrograde-velocity64,train
surge-patches-factory-Polysynths-Rez-velocity64,train
surge-patches-factory-Polysynths-Ring-Sweep-velocity64,train
surge-patches-factory-Polysynths-Ringo-velocity64,train
surge-patches-factory-Polysynths-Ruler-velocity64,train
surge-patches-factory-Polysynths-Rusty-velocity64,train
surge-patches-factory-Polysynths-Separate-Ways-velocity64,train
surge-patches-factory-Polysynths-Serious-Distortion-velocity64,valid
surge-patches-factory-Polysynths-Shenanigans-velocity64,train
surge-patches-factory-Polysynths-Simplistic-velocity64,train
surge-patches-factory-Polysynths-Sine-Saw-7-velocity64,train
surge-patches-factory-Polysynths-Sine-Saw-velocity64,valid
surge-patches-factory-Polysynths-Sizzling-Sweep-velocity64,train
surge-patches-factory-Polysynths-Skatteverket-velocity64,train
surge-patches-factory-Polysynths-Slow-Poly-MW-velocity64,train
surge-patches-factory-Polysynths-Smooth-Stabs-velocity64,train
surge-patches-factory-Polysynths-Space-FM-velocity64,test
surge-patches-factory-Polysynths-Spacematron-velocity64,train
surge-patches-factory-Polysynths-Spik-velocity64,train
surge-patches-factory-Polysynths-Step-Portamento-velocity64,train
surge-patches-factory-Polysynths-Super-Jupiter-velocity64,train
surge-patches-factory-Polysynths-Taikonaut-velocity64,train
surge-patches-factory-Polysynths-Tarnce-velocity64,train
surge-patches-factory-Polysynths-Thynchronization-velocity64,valid
surge-patches-factory-Polysynths-Uni-1-velocity64,valid
surge-patches-factory-Polysynths-Uni-2-velocity64,valid
surge-patches-factory-Polysynths-Uni-Saw-FB-velocity64,train
surge-patches-factory-Polysynths-Vel-2-Cutoff-velocity64,train
surge-patches-factory-Polysynths-Violini-Poly-velocity64,valid
surge-patches-factory-Polysynths-Waver-velocity64,train
surge-patches-factory-Polysynths-Xpander-1-velocity64,train
surge-patches-factory-Polysynths-Xpander-2-velocity64,train
surge-patches-factory-Polysynths-Zizzly-Saw-velocity64,train
surge-patches-factory-Sequences-Acid-Seq-1-velocity64,train
surge-patches-factory-Sequences-Acid-Seq-2-velocity64,train
surge-patches-factory-Sequences-Acid-Seq-3-velocity64,train
surge-patches-factory-Sequences-Barrelish-velocity64,train
surge-patches-factory-Sequences-Bell-Seq-velocity64,train
surge-patches-factory-Sequences-Bit-Seq-velocity64,train
surge-patches-factory-Sequences-Burial-Ground-velocity64,train
surge-patches-factory-Sequences-Calm-velocity64,train
surge-patches-factory-Sequences-Comb-Seq-velocity64,test
surge-patches-factory-Sequences-Damn-Aliens-velocity64,train
surge-patches-factory-Sequences-Distorted-Glassy-Seq-velocity64,train
surge-patches-factory-Sequences-Evilish-velocity64,train
surge-patches-factory-Sequences-FB-Seq-velocity64,train
surge-patches-factory-Sequences-FM-Motion-Sweep-velocity64,train
surge-patches-factory-Sequences-FM-Seq-velocity64,train
surge-patches-factory-Sequences-Fifth-Seq-velocity64,train
surge-patches-factory-Sequences-Filter-Buildup-velocity64,train
surge-patches-factory-Sequences-Fold-Sseq-velocity64,train
surge-patches-factory-Sequences-Game-On-1-velocity64,test
surge-patches-factory-Sequences-Game-On-2-velocity64,test
surge-patches-factory-Sequences-Game-On-3-velocity64,train
surge-patches-factory-Sequences-Gate-Chord-velocity64,train
surge-patches-factory-Sequences-Hovercar-Championship-velocity64,train
surge-patches-factory-Sequences-I-Want-To-Get-Well-velocity64,train
surge-patches-factory-Sequences-Madness-velocity64,valid
surge-patches-factory-Sequences-Multi-Seq-velocity64,train
surge-patches-factory-Sequences-Noise-Bass-velocity64,train
surge-patches-factory-Sequences-Noise-Seq-velocity64,train
surge-patches-factory-Sequences-Octave-Arp-velocity64,train
surge-patches-factory-Sequences-One-Key-Wonder-velocity64,train
surge-patches-factory-Sequences-Phase-1-velocity64,train
surge-patches-factory-Sequences-Phase-2-velocity64,train
surge-patches-factory-Sequences-Retrig-Me-velocity64,train
surge-patches-factory-Sequences-S-H-Classic-velocity64,train
surge-patches-factory-Sequences-Seq-1234-velocity64,train
surge-patches-factory-Sequences-Sine-Sequencer-1-velocity64,train
surge-patches-factory-Sequences-Step-Phaser-velocity64,valid
surge-patches-factory-Sequences-Sync-Accident-velocity64,train
surge-patches-factory-Sequences-Sync-Arp-velocity64,train
surge-patches-factory-Sequences-Table-Seq-velocity64,train
surge-patches-factory-Sequences-Tyskland-velocity64,train
surge-patches-factory-Sequences-Wabbit-MW-velocity64,train
surge-patches-factory-Sequences-Wavesequence-01-velocity64,train
surge-patches-factory-Sequences-When-Good-Combs-Go-Bad-velocity64,valid
surge-patches-factory-Splits-Bass-Drums-velocity64,train
surge-patches-factory-Splits-Future-Split-velocity64,train
surge-patches-factory-Splits-Game-On-4-MW-Split-velocity64,train
surge-patches-factory-Splits-Sine-Sequencer-2-velocity64,train
surge-patches-factory-Splits-Split-Personality-velocity64,train
surge-patches-factory-Templates-Audio-In-Left-Osc-1-Right-Osc-2-velocity64,train
surge-patches-factory-Templates-Audio-In-Left-Scene-A-Right-Scene-B-velocity64,test
surge-patches-factory-Templates-Audio-In-Mono-Osc-1-velocity64,train
surge-patches-factory-Templates-Audio-In-Stereo-Osc-1-velocity64,train
surge-patches-factory-Templates-Init-Emu-VA-velocity64,train
surge-patches-factory-Templates-Init-Emu-WT-velocity64,train
surge-patches-factory-Templates-Init-Emu-velocity64,train
surge-patches-factory-Templates-Init-Env-Per-Osc-velocity64,test
surge-patches-factory-Templates-Init-FM2-velocity64,train
surge-patches-factory-Templates-Init-Karplus-Strong-velocity64,valid
surge-patches-factory-Templates-Init-Saw-velocity64,test
surge-patches-factory-Templates-Init-Sine-velocity64,train
surge-patches-factory-Vocoder-Noise-velocity64,train
surge-patches-factory-Vocoder-Pop-velocity64,test
surge-patches-factory-Vocoder-Solo-velocity64,train
surge-patches-factory-Winds-Clarinet-velocity64,valid
surge-patches-factory-Winds-Cyber-Flute-velocity64,train
surge-patches-factory-Winds-Dreamy-Flute-velocity64,train
surge-patches-factory-Winds-Fake-Ethno-velocity64,test
surge-patches-factory-Winds-Flute-1-velocity64,train
surge-patches-factory-Winds-Flute-2-velocity64,train
surge-patches-factory-Winds-Low-velocity64,train
surge-patches-factory-Winds-Tragic-Winds-velocity64,train
